2023-09-21,60535000
2023-09-22,51069900
2023-09-25,40650900
2023-09-26,109786400
2023-09-27,75050600
2023-09-29,71554100
2023-10-02,33296500
2023-10-03,37093100
2023-10-04,69154000
2023-10-05,69566800
2023-10-06,25913600
2023-10-09,45321700
2023-10-10,42820800
2023-10-11,72955000
2023-10-12,91341800
2023-10-13,39914700
2023-10-16,53416400
2023-10-17,74702300
2023-10-18,80637400
2023-10-19,160277800
2023-10-20,82132000
2023-10-23,73897500
2023-10-24,72469200
2023-10-25,90426500
2023-10-26,86348700
2023-10-27,90177000
2023-10-30,81547000
2023-10-31,99449400
2023-11-01,74281200
2023-11-02,115678200
2023-11-03,53379500
2023-11-06,58266100
2023-11-07,56161300
2023-11-08,63442400
2023-11-09,45026200
2023-11-10,59611500
2023-11-13,17444600
2023-11-14,50587800
2023-11-15,74255700
2023-11-16,36004500
2023-11-17,33963900
2023-11-20,20014600
2023-11-21,55094300
2023-11-22,21111100
2023-11-23,36725600
2023-11-24,27087900
2023-11-27,39719300
2023-11-28,58255800
2023-11-29,36796600
2023-11-30,117365000
2023-12-01,31365100
2023-12-04,66145100
2023-12-05,58668400
2023-12-06,88747200
2023-12-07,97966700
2023-12-08,98036700
2023-12-11,68655000
2023-12-12,55110500
2023-12-13,121450600
2023-12-14,171595800
2023-12-15,142382200
2023-12-18,101458600
2023-12-19,40763200
2023-12-20,65361000
2023-12-21,50363900
2023-12-22,29975600
2023-12-27,43114900
2023-12-28,75118700
2023-12-29,63097100
2024-01-02,26235700
2024-01-03,30053900
2024-01-04,135344500
2024-01-05,114339400
2024-01-08,151018300
2024-01-09,77953400
2024-01-10,50019800
2024-01-11,32120200
2024-01-12,114039700
2024-01-15,83066800
2024-01-16,83516800
2024-01-17,80929000
2024-01-18,78209900
2024-01-19,74814000
2024-01-22,96993100
2024-01-23,77037800
2024-01-24,97290600
2024-01-25,99094100
2024-01-26,77236800
2024-01-29,124753000
2024-01-30,123330900
2024-01-31,128185000
2024-02-01,168145800
2024-02-02,120116200
2024-02-05,150535100
2024-02-06,90146000
2024-02-07,88745500
2024-02-12,162771300
2024-02-13,102668900
2024-02-15,220530000
2024-02-16,142022100
2024-02-19,83753500
2024-02-20,87312000
2024-02-21,128063900
2024-02-22,85735800
2024-02-23,109404700
2024-02-26,65407700
2024-02-27,58066100
2024-02-28,49888400
2024-02-29,150713600
2024-03-01,90739400
2024-03-04,44707200
2024-03-05,92557200
2024-03-06,74178100
2024-03-07,94950400
2024-03-08,109032400
2024-03-13,126022700
2024-03-14,161193000
2024-03-15,250581100
2024-03-18,105778200
2024-03-19,100836600
2024-03-20,83416700
2024-03-21,81774800
2024-03-22,65219900
2024-03-25,78212700
2024-03-26,74274300
2024-03-27,46295700
2024-03-28,90900900
2024-04-01,158358600
2024-04-02,135764900
2024-04-03,115372600
2024-04-04,63174900
2024-04-05,46111500
2024-04-16,180012400
2024-04-17,83840200
2024-04-18,106893900
2024-04-19,47943300
2024-04-22,121727900
2024-04-23,106699200
2024-04-24,117586500
2024-04-25,111803500
2024-04-26,125875000
2024-04-29,77938400
2024-04-30,189991300
2024-05-02,501849300
2024-05-03,269305400
2024-05-06,184234200
2024-05-07,130410300
2024-05-08,117065300
2024-05-13,128638300
2024-05-14,94048400
2024-05-15,80923000
2024-05-16,114806300
2024-05-17,133153900
2024-05-20,168796000
2024-05-21,307362900
2024-05-22,171675900
2024-05-27,258450900
2024-05-28,93701700
2024-05-29,169386300
2024-05-30,236632600
2024-05-31,169567000
2024-06-03,92525600
2024-06-04,137800600
2024-06-05,102327300
2024-06-06,85735200
2024-06-07,99092800
2024-06-10,80154400
2024-06-11,56254400
2024-06-12,120857200
2024-06-13,162616700
2024-06-14,203241500
2024-06-19,116004200
2024-06-20,82660000
2024-06-21,184240600
2024-06-24,58831900
2024-06-25,159983800
2024-06-26,92895700
2024-06-27,117602400
2024-06-28,191371600
2024-07-01,100408200
2024-07-02,159356600
2024-07-03,70017100
2024-07-04,90147800
2024-07-05,111646800
2024-07-08,138144000
2024-07-09,84177600
2024-07-10,59685300
2024-07-11,66789800
2024-07-12,136132200
2024-07-15,66071800
2024-07-16,64687900
2024-07-17,109729800
2024-07-18,132532000
2024-07-19,63165500
2024-07-22,110467000
2024-07-23,77861700
2024-07-24,63940900
2024-07-25,66655400
2024-07-26,76519500
2024-07-29,54435300
2024-07-30,86701400
2024-07-31,99004100
2024-08-01,163086200
2024-08-02,167892400
2024-08-05,184384000
2024-08-06,95785000
2024-08-07,84582200
2024-08-08,81408500
2024-08-09,79710700
2024-08-12,50756000
2024-08-13,68666000
2024-08-14,97695100
2024-08-15,75955500
2024-08-16,64266400
2024-08-19,50246100
2024-08-20,102615900
2024-08-21,88487800
2024-08-22,157323000
2024-08-23,111752100
2024-08-26,78515400
2024-08-27,91686700
2024-08-28,114606200
2024-08-29,94475900
2024-08-30,153760500
2024-09-02,82176000
2024-09-03,75100800
2024-09-04,78789800
2024-09-05,59432000
2024-09-06,63619300
2024-09-09,71430300
2024-09-10,73515700
2024-09-11,91822300
2024-09-12,68254300
2024-09-13,45854000
2024-09-17,96428000
2024-09-18,47279200
2024-09-19,124377800
2024-09-20,97901700
2024-09-23,79675600
2024-09-24,81817100
2024-09-25,192197100
2024-09-26,173044000
2024-09-27,161405200
2024-09-30,166203500
2024-10-01,82690100
2024-10-02,91076400
2024-10-03,86264900
2024-10-04,79485300
2024-10-07,103943100
2024-10-08,132141500
2024-10-09,76515700
2024-10-10,44291900
2024-10-11,45331500
2024-10-14,55885300
2024-10-15,90358600
2024-10-16,133022500
2024-10-17,90219900
2024-10-18,57379200
2024-10-21,43056000
2024-10-22,43582700
2024-10-23,38222900
2024-10-24,65877100
2024-10-25,34637500
2024-10-28,114500800
2024-10-29,91268300
2024-10-30,122132700
2024-10-31,126730700
2024-11-01,101423100
2024-11-04,80208800
2024-11-05,88661200
2024-11-06,147272800
2024-11-07,154758500
2024-11-08,192423000
2024-11-11,125606000
2024-11-12,117281700
2024-11-13,102748300
2024-11-14,69750600
2024-11-15,41079700
2024-11-18,77471700
2024-11-19,95495700
2024-11-20,68707200
2024-11-21,76579300
2024-11-22,80236400
2024-11-25,183449100
2024-11-26,107194300
2024-11-28,81883200
2024-11-29,157628700
2024-12-02,114555300
2024-12-03,99509800
2024-12-04,75260000
2024-12-05,69528700
2024-12-06,75989700
2024-12-09,74220300
2024-12-10,92245000
2024-12-11,62509600
2024-12-12,96707500
2024-12-13,135581400
2024-12-16,105375900
2024-12-17,72109300
2024-12-18,153164600
