2023-09-01,9225.0
2023-09-04,9225.0
2023-09-05,9225.0
2023-09-06,9150.0
2023-09-07,9175.0
2023-09-08,9125.0
2023-09-11,9125.0
2023-09-12,9100.0
2023-09-13,9075.0
2023-09-14,9100.0
2023-09-15,9000.0
2023-09-18,9000.0
2023-09-19,9075.0
2023-09-20,9150.0
2023-09-21,9125.0
2023-09-22,9075.0
2023-09-25,9000.0
2023-09-26,8950.0
2023-09-27,8875.0
2023-09-29,8825.0
2023-10-02,9075.0
2023-10-03,9200.0
2023-10-04,9200.0
2023-10-05,9075.0
2023-10-06,9025.0
2023-10-09,9050.0
2023-10-10,8925.0
2023-10-11,8925.0
2023-10-12,9050.0
2023-10-13,9075.0
2023-10-16,9100.0
2023-10-17,8950.0
2023-10-18,8850.0
2023-10-19,8750.0
2023-10-20,8975.0
2023-10-23,8850.0
2023-10-24,8775.0
2023-10-25,8875.0
2023-10-26,8725.0
2023-10-27,8700.0
2023-10-30,8850.0
2023-10-31,8750.0
2023-11-01,8600.0
2023-11-02,8850.0
2023-11-03,8900.0
2023-11-06,9050.0
2023-11-07,8975.0
2023-11-08,9000.0
2023-11-09,9000.0
2023-11-10,8825.0
2023-11-13,8875.0
2023-11-14,8925.0
2023-11-15,9050.0
2023-11-16,9075.0
2023-11-17,9075.0
2023-11-20,8875.0
2023-11-21,8775.0
2023-11-22,8875.0
2023-11-23,8925.0
2023-11-24,8925.0
2023-11-27,8875.0
2023-11-28,8875.0
2023-11-29,8900.0
2023-11-30,8975.0
2023-12-01,8950.0
2023-12-04,8925.0
2023-12-05,8900.0
2023-12-06,8800.0
2023-12-07,8825.0
2023-12-08,8750.0
2023-12-11,8750.0
2023-12-12,8700.0
2023-12-13,8675.0
2023-12-14,9050.0
2023-12-15,9225.0
2023-12-18,9200.0
2023-12-19,9250.0
2023-12-20,9300.0
2023-12-21,9325.0
2023-12-22,9325.0
2023-12-27,9375.0
2023-12-28,9400.0
2023-12-29,9400.0
2024-01-02,9425.0
2024-01-03,9350.0
2024-01-04,9475.0
2024-01-05,9575.0
2024-01-08,9575.0
2024-01-09,9625.0
2024-01-10,9550.0
2024-01-11,9575.0
2024-01-12,9700.0
2024-01-15,9725.0
2024-01-16,9700.0
2024-01-17,9750.0
2024-01-18,9675.0
2024-01-19,9625.0
2024-01-22,9625.0
2024-01-23,9600.0
2024-01-24,9525.0
2024-01-25,9500.0
2024-01-26,9350.0
2024-01-29,9550.0
2024-01-30,9650.0
2024-01-31,9550.0
2024-02-01,9700.0
2024-02-02,9700.0
2024-02-05,9575.0
2024-02-06,9625.0
2024-02-07,9700.0
2024-02-12,9800.0
2024-02-13,9725.0
2024-02-15,9850.0
2024-02-16,9950.0
2024-02-19,9875.0
2024-02-20,10025.0
2024-02-21,9975.0
2024-02-22,9875.0
2024-02-23,9825.0
2024-02-26,9800.0
2024-02-27,9875.0
2024-02-28,10000.0
2024-02-29,9875.0
2024-03-01,9825.0
2024-03-04,9750.0
2024-03-05,9800.0
2024-03-06,9950.0
2024-03-07,10125.0
2024-03-08,10150.0
2024-03-13,10000.0
2024-03-14,10325.0
2024-03-15,10150.0
2024-03-18,10150.0
2024-03-19,10175.0
2024-03-20,10125.0
2024-03-21,10125.0
2024-03-22,10100.0
2024-03-25,10075.0
2024-03-26,10050.0
2024-03-27,10075.0
2024-03-28,10075.0
2024-04-01,9850.0
2024-04-02,9900.0
2024-04-03,9525.0
2024-04-04,9850.0
2024-04-05,9825.0
2024-04-16,9475.0
2024-04-17,9525.0
2024-04-18,9475.0
2024-04-19,9475.0
2024-04-22,9350.0
2024-04-23,9725.0
2024-04-24,9950.0
2024-04-25,9775.0
2024-04-26,9625.0
2024-04-29,9800.0
2024-04-30,9800.0
2024-05-02,9550.0
2024-05-03,9850.0
2024-05-06,9800.0
2024-05-07,9700.0
2024-05-08,9375.0
2024-05-13,9525.0
2024-05-14,9550.0
2024-05-15,9500.0
2024-05-16,9600.0
2024-05-17,9750.0
2024-05-20,9475.0
2024-05-21,9375.0
2024-05-22,9425.0
2024-05-27,9300.0
2024-05-28,9300.0
2024-05-29,9150.0
2024-05-30,9000.0
2024-05-31,9250.0
2024-06-03,9275.0
2024-06-04,9350.0
2024-06-05,9450.0
2024-06-06,9475.0
2024-06-07,9325.0
2024-06-10,9525.0
2024-06-11,9300.0
2024-06-12,9250.0
2024-06-13,9200.0
2024-06-14,9200.0
2024-06-19,9050.0
2024-06-20,9425.0
2024-06-21,9600.0
2024-06-24,9600.0
2024-06-25,9600.0
2024-06-26,9500.0
2024-06-27,9750.0
2024-06-28,9925.0
2024-07-01,9875.0
2024-07-02,9900.0
2024-07-03,10000.0
2024-07-04,9825.0
2024-07-05,9950.0
2024-07-08,10050.0
2024-07-09,10075.0
2024-07-10,10100.0
2024-07-11,10075.0
2024-07-12,10075.0
2024-07-15,10050.0
2024-07-16,9950.0
2024-07-17,9800.0
2024-07-18,10100.0
2024-07-19,10125.0
2024-07-22,10100.0
2024-07-23,10175.0
2024-07-24,10075.0
2024-07-25,10300.0
2024-07-26,10325.0
2024-07-29,10250.0
2024-07-30,10175.0
2024-07-31,10275.0
2024-08-01,10375.0
2024-08-02,10200.0
2024-08-05,9875.0
2024-08-06,10000.0
2024-08-07,10100.0
2024-08-08,10225.0
2024-08-09,10150.0
2024-08-12,10200.0
2024-08-13,10300.0
2024-08-14,10200.0
2024-08-15,10225.0
2024-08-16,10325.0
2024-08-19,10375.0
2024-08-20,10425.0
2024-08-21,10425.0
2024-08-22,10325.0
2024-08-23,10325.0
2024-08-26,10325.0
2024-08-27,10200.0
2024-08-28,10350.0
2024-08-29,10225.0
2024-08-30,10325.0
2024-09-02,10275.0
2024-09-03,10175.0
2024-09-04,10300.0
2024-09-05,10250.0
2024-09-06,10300.0
2024-09-09,10275.0
2024-09-10,10350.0
2024-09-11,10425.0
2024-09-12,10475.0
2024-09-13,10425.0
2024-09-17,10500.0
2024-09-18,10625.0
2024-09-19,10900.0
2024-09-20,10775.0
2024-09-23,10950.0
2024-09-24,10800.0
2024-09-25,10850.0
2024-09-26,10700.0
2024-09-27,10650.0
2024-09-30,10325.0
2024-10-01,10550.0
2024-10-02,10500.0
2024-10-03,10450.0
2024-10-04,10475.0
2024-10-07,10300.0
2024-10-08,10400.0
2024-10-09,10425.0
2024-10-10,10500.0
2024-10-11,10375.0
2024-10-14,10500.0
2024-10-15,10625.0
2024-10-16,10475.0
2024-10-17,10725.0
2024-10-18,10750.0
2024-10-21,10675.0
2024-10-22,10500.0
2024-10-23,10650.0
2024-10-24,10700.0
2024-10-25,10750.0
2024-10-28,10600.0
2024-10-29,10500.0
2024-10-30,10350.0
2024-10-31,10250.0
2024-11-01,10425.0
2024-11-04,10375.0
2024-11-05,10500.0
2024-11-06,10450.0
2024-11-07,10175.0
2024-11-08,10075.0
2024-11-11,10050.0
2024-11-12,10150.0
2024-11-13,10150.0
2024-11-14,10100.0
2024-11-15,10175.0
2024-11-18,10000.0
2024-11-19,9925.0
2024-11-20,10075.0
2024-11-21,9850.0
2024-11-22,9850.0
2024-11-25,10175.0
2024-11-26,10000.0
2024-11-28,10000.0
